Question 1,Question 2,Question 3,Question 4,Lap ID,FPS,Resolution Scale,Latency,FPS Variance,Device Type,Device Model,Device UID,Operating System,Processor,Survey Code,Timestamp (UTC)
1,1,1,1,13,60,80,5,5,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:28:56 GMT"
1,1,1,1,4,30,80,5,5,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:30:10 GMT"
1,1,1,1,5,30,80,5,15,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:31:27 GMT"
1,1,1,1,11,60,80,0,15,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:32:49 GMT"
1,1,1,1,10,60,80,0,5,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:34:05 GMT"
1,1,1,1,7,30,80,15,5,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:35:28 GMT"
1,1,1,1,15,60,80,15,0,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:36:45 GMT"
1,1,1,1,8,30,80,15,15,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:38:04 GMT"
1,1,1,1,2,30,80,0,15,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:39:23 GMT"
1,1,2,1,14,60,80,5,15,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:40:46 GMT"
1,1,2,1,1,30,80,0,5,Desktop,Firefox 87,n/a,Windows 10,n/a,1705341578,"Mon, 19 Apr 2021 08:42:08 GMT"
3,4,3,4,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:29:28 GMT"
1,3,2,2,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:30:28 GMT"
2,3,4,3,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:32:04 GMT"
1,3,1,1,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:33:17 GMT"
1,1,1,1,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:34:19 GMT"
3,3,1,2,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:36:05 GMT"
1,3,1,1,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:37:04 GMT"
1,3,3,1,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:38:11 GMT"
2,3,1,1,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1950890985,"Mon, 19 Apr 2021 18:40:44 GMT"
4,4,3,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1889129621,"Wed, 21 Apr 2021 17:36:05 GMT"
